"reviewerID"^"productID"^"positiveVotes"^"negativeVotes"^"reviewText"^"ratingGiven"^"reviewTime"
knyc, ^15566196^3^0^"The book from walmart was substantially cheaper than at the Metropolitan Museum of Art Bookstore. It's a well put together, classic book, with beautiful photography and will be kept for years to come."^5^August 11, 2011
Rosie, ^21973263^1^1^"Excellent book, glad to have it. Songs for all levels of players
Had no idea Walmart carried music books. Great price too"^5^May 30, 2015
Tobby1962, ^21973263^1^0^"The selections included in this book are diverse and delightful. Appreciate having the chird charts on each page for each song. Looking forward to using this book for many years."^5^September 7, 2015
LTWW, ^47324910^3^0^"I wasn't sure what to expect, but this book is so worth it. I plan on ordering another copy for a friend."^5^April 10, 2016
Daylo, ^15564528^1^0^"What a great keepsake! Especially when your kids say....Pearl Who? PEARL JAM!"^5^January 8, 2012
sun13, ^1478200^9^0^"The book was exactly what I expected. It arrived much earlier that the time it was suppose to come so that was extremely helpfull because I didn't have to pay extra. Its paper book so it was easy to use, overall the book was a great purchase also the cheapest I found online or stores."^5^July 30, 2010
neilb3, ^1478200^2^2^"The shipping was disappointing however, though no fault of Walmart. The book sat at the local post office for over 2 business days before it was delivered!"^4^May 2, 2013
charligirl, ^22899447^30^3^"very beautiful pages,printed on one side.thick paper i really enjoy these coloring books,especially when the back side is blank."^5^August 31, 2015
Kari, ^22899447^21^3^"I like all the cool pictures to color in this book. Some seem harder then others which is a good challenge."^4^August 15, 2015
slrz, ^22899447^15^2^"Very Detailed .. Love It"^5^April 16, 2014
LilSistR, ^22899447^11^0^"This book has some very detailed designs.
Coloring in the book was fun, but quite time consuming just to finish one page. This book should last me a year."^4^December 30, 2015
47620, ^22899447^9^0^"Purchased for adult children for Christmas who still love to color. I think they'll like it!"^5^October 29, 2015
Lynn, ^22899447^5^1^"I liked the patterns in this book ii was a lot the one on TV."^4^August 26, 2015
Vick, ^22899447^5^0^"Nice"^4^November 22, 2015
MeShell, ^22899447^4^1^"Great quality and price. I love this coloring book!"^5^August 24, 2015
Jeena, ^22899447^4^1^"Had to get this because the one I really wanted was out of stock. Not as pretty as expected."^2^December 8, 2015
LupineGram, ^22899447^4^0^"This is a beautiful book of intricate designs that are a delight to color. Many hours of relaxing enjoyment."^5^November 15, 2015
bugsy, ^22899447^4^2^"I LOVE THIS BOOK!!!! SO MUCH FUN"^4^October 20, 2015
gr8dolphingirl, ^22899447^4^1^"The pages are nice and shipping was quick, but I didn't really like the pictures that much. Example, one had about 5 peacocks on it in different sizes, but it was way to much, and not ART as I see it."^3^January 7, 2016
Kassi, ^22899447^3^2^"Love it!"^5^July 5, 2015
grammy, ^22899447^3^0^"fun designs on good quality paper"^5^December 30, 2015
GrandmaGG, ^22899447^2^0^"The item was as described, and I am satisfied with my purchase"^4^December 27, 2015
HAPPYSHOPPER, ^22899447^2^2^"absolutely love it...."^5^August 8, 2015
bedinbagbuyer, ^22899447^2^0^"Price, shipping, experience, item and satisfaction were all wonderful."^5^November 7, 2015
moon12216, ^22899447^2^0^"Choose from deer,peacock,ect..just a warning mine was jammed in my mail box.pacaging was bent up ba5fly luckly no damage to book."^4^February 1, 2016
GG21, ^22899447^2^0^"These books are the best stress reliever"^5^February 21, 2016
Mindy, ^22899447^2^0^"Nice quality. Hope it helps! Lol"^5^February 6, 2016
asmithie, ^27744294^6^0^"I watched this on television and was afraid it was just a remake of the original one but was quite surprised how it told a story of its own and was not based around the first two. I really enjoyed this movie. I have seen all the Home Alone movies and was happy with all of them except the 4th Home Alone."^3^September 12, 2013
lild56, ^36620886^1^2^"this movie opened every emotion within me after view it Blair is seen as a weak man with no back; allowing his wife to rule his mother as if she's a slave it only made me dislike V.Williams even more."^5^August 11, 2014
^1486084^0^3^"Although this book is nice and professional with a beautiful glossy cover, my expectations were not met. I felt I had researched and reviewed the description on this item carefully, but was unaware this item was for people who already know how to read music and play piano. I was under the impression that it was for beginning piano players. I thought this because the description read 'note for note'. I take responsibility for not asking questions via 'chat' before purchasing, but I feel this should have had the level of experience stated somewhere in description."^3^May 14, 2011
pianofan, ^13903837^2^2^"Helps break every thing. Very understandable and easy to learn."^5^August 17, 2014
jbird117, ^13903837^2^0^"FYI. This level is used after the Primer Level (beginners). Our 11yr old is loving it."^5^January 11, 2017
Trevs, ^23231045^8^1^"I was disappointed when I got my product as it was not the 'box set' as shown in the picture. The price is great though. Instead of it being an actual box it is a normal DVD case with 5 DVDs inside. Quality is great,
I just really wanted the original box set case."^3^June 3, 2014
quiksilver107, ^23231045^4^2^"Continueing the original story"^5^May 13, 2014
dreamer, ^23231045^1^0^"The time it takes to get here is great.  Faster than we expected it to.  Very pleased with this and we will continue to order this way."^5^October 5, 2016
HappyCustomer, ^304625432^6^0^"Genuine copy of Grey's 13th Season with all the bonus features. Beware if you order from Amazon many of their listing are bootleg copies. Check the description carefully there are many mistakes like: # of disc is wrong, release date is wrong, one listing showed images of the back and 5 discs; pictures are from another season.Also read some of the reviews: 1 review said there was no bonus feature only an old interview. That's why I shopped at Walmart, Genuine copy."^5^September 9, 2017
CCaro, ^8202432^1^0^"Great"^5^November 15, 2013
Littlebrazil, ^47698217^7^1^"This book was even more than I imaged it would be. I thought it was just a behind the scenes book but it's the entire play and written songs and my daughter was just awed. It's bigger than expected, page leaves textured and gold, full of pictures and more."^5^January 1, 2017
Artspresenter, ^47698217^2^0^"Amazing quality, beautifully put together, lots of behind the scenes information"^5^August 31, 2016
LyingKing, ^17324220^1^0^"I have been a fan of Gabriel Iglesias for a long time. I have all his DVD's. When I saw that his latest comedy show was on DVD, I had to get it! Wal-Mart had the Best Price. It arrived quick. It is not just Gabriel, he has other comedians there, which are also very funny. (2 DVD's) I do recommend to everyone, but it is NOT for kids! Has alot of adult humor. So send the kids out and enjoy!"^5^January 18, 2012
CasualEleganceMom, ^13903832^0^2^"This series of books is excellent. I ordering from Walmart.com was easy and the book came promptly for me to pick up in store."^5^March 5, 2017
BandGeek123, ^8132089^1^4^"I had high expectations when making my purchase for this item, but I found that I should not have had such large hopes! Although it could 'maintain decency' this item did not meet all of my expectations!"^4^January 16, 2014
BurttheCat, ^54293840^1^0^"This has various pages from the comic book that can be colored in. Lots of Rick and the gang doing what they do best."^5^January 2, 2017
littlegram, ^1428997^1^0^"paperback, but lays flat without difficulty, so can see while playing from"^5^January 28, 2010
AvidMusicFan, ^1428997^1^0^"This was just what I was looking for returning to the piano after many years...great exercises and introduction to scales and their relationships to one another---a great primer and reference for the beginning to advanced musician!"^5^July 12, 2009
LuvNHer4Eva, ^8042403^8^1^"My Son Is 8 And just Starting Piano. His Teacher Recommended A Manuscript Book And This Was The Cheapest One I Could Find. It Serves The Purpose And Is Great For The Cost"^4^October 25, 2012
rubyrobin, ^8042403^1^0^"Came in quick and in excellent condition. Nicely wrapped. Easy pickup at store."^5^February 21, 2016
ellenaj, ^1561777^3^0^"This book was recommended to me by my jazz professor. I am an organist. Many of the hymns we sing in church and many I would love to recommend that we begin singing in church. Great selection of African American heritage. Loved the hymnal!"^5^April 4, 2012
Uhuttsu, ^1561777^1^1^"If you miss the traditional and 'Ole 100's' they are in this Hymnal."^5^October 3, 2011
wrayfish, ^33023881^15^0^"Saw Terry Fator in Las Vegas, we see a show every time we go there. I can honestly say this was the only show I hated to see end. He is very entertaining and very talented ."^5^February 19, 2014
wfd7, ^33023881^5^0^"Having seen Terry Fator live in Las Vegas, I wasn't sure how this DVD was going to be. It exceeded my expectations. It was better than his first DVD and gave me the impression of sitting in the audience. His show was and is still the greatest family entertainment from Las Vegas. No bad language, vulgarity or swearing. Respectful to military and former military. It brings one to tears and to laughter in one show."^5^March 3, 2014
Bonbon1969, ^33023881^4^0^"This is the Terry Fator show at the Mirage in Las Vegas. I'm a chauffeur and recommend his show to every customer I drive."^5^March 20, 2014
Checkmate88, ^33023881^3^0^"Once again Terry comes through with another great show. Has several different characters now and some of the old standbys. I highly recommend this dvd for those who like ventriloquists !!"^5^March 9, 2014
Honeydo60, ^33023881^3^0^"Very much enjoy Terry Fator weather in person or his tapes. He always puts on the best shows."^5^March 5, 2014
fatorfriend, ^33023881^3^0^"Terry does a great job providing comedy and he does it in a way that his dialogue is not vulgar. He is truly a comedian."^5^March 28, 2014
OneTobyFan, ^33023881^2^0^"OMGOSH!!! I laughed so hard I cried and then I cred as he sang Horses in heaven...Just as good or better than his first dvd..."^5^March 1, 2014
CardCruiser, ^33023881^2^0^"I'm a big Fan of Terry Fator, I have his 1st DVD and I Love it so I purchased his second DVD. I didn't enjoy the 2nd DVD as much as his 1st. (To Much Singing vs Puppet interaction) Only my opinion !"^3^June 23, 2015
haolo, ^33023881^1^0^"It is great. I love every DVD I own of his. Hope he comes out with a CD he has a wonderful voice and the act is great. I watched it twice now and will watch it many more times."^5^December 27, 2014
Nikanders, ^55971446^3^2^"Pete Souza has mastered storytelling with a single photograph. I found comfort in this book filled with wonderful pictures of our former President, during intimate unseen moments."^5^November 18, 2017
NewMexicoGirl2012, ^17797674^3^0^"The book is wonderful ..packed full of advise and anecdotes...Unfortunately , I didn't receive the book when promised 1st December 2012..And had no notice of when the book was delivered to the store..infact I only found out when I received tis email asking for a review !!!!

Use this book daily till you get a feel for it , don't try to do everything at once ...It will become a bible for shopping expeditions and for those times when you really want to splurge , with this book you realize you don't have to.

In saying that , do not let this delivery mishap put you off purchasing this item. it's the cheapest you'll find online or in stores and no shipping fee to the store , No one does it better than Walmart .... :)"^4^December 2, 2012
Sugarkunta, ^4806018^2^0^"The music, the gadgets, Jim & Arte, even Dr. Loveless -- wow, what fond memories. Everyone in the family can watch and hum along with the music."^5^October 8, 2008
FS57, ^4806018^2^0^"Watching this old series was very entertaining. My husband and I have a movie night and we enjoy our time together. We also bought the third season and now we just need the second."^5^February 4, 2008
kckatt, ^10907377^2^0^"Small book..but portable sums it up..will fit well in a purse for something to work on while traveling. I was expecting a bigger book. I used this as a party gift and the winner loved it. Any Manga artist can always use the practice this book provides."^4^December 18, 2012
nondisclosed, ^5509986^1^0^"This book makes playing Ukulele ('Uke') simple and fun.   It makes me fall in love with my first Ukulele!

The book's method is unique!  It does not overwhelm you, a beginner student, with too much music theory.  It does not intimidate you with complicated chords.  Instead, it starts you on learning simple music notes and how to trump them on the Uke.  After 15 minutes, you can play 2 or 3 simple songs on its first lesson and you feel wonderful ! :)"^5^July 3, 2017
HBecca, ^21264284^2^0^"My seven year old loves this cd."^5^April 7, 2013
sprink1102, ^21264284^1^1^"LOVE THIS CD!"^5^September 26, 2012
Grandmajojo45, ^21264284^1^1^"I ordered this sent to my grandson as an early b-day gift. He received it the day it was released and on a day he found out he had pneumonia. My daughter said it cheered him up a lot. He wanted to call and tell me about it. He plays it a lot. I had ordered one elsewhere for me and it just got here two days ago. I had ordered it first.
The music it self is great. There is not a bad song on it."^5^September 7, 2012
SpecialLady88, ^21264284^1^1^"I love this CD! TobyMac never disappoints!"^5^September 24, 2012
scrappingranny9, ^21264284^1^1^"This Cd is a CHristmas gift for our granddaughter who is 17 so will be glad to see her reaction when she gets it as it was the main item on her list."^4^December 20, 2012
4DSports, ^2424242^1^1^"My daughter lost her music book for band and the music supplier is not timely, is not close, and it not cheap. Thank you Wal-Mart for carrying products like this. You make my life so much easier with the site-to-store option."^4^September 12, 2012
noahsowner, ^2424242^0^1^"I'm really glad you'll carried this book. My grandson needed it for his 7th grade band and in doing his back to school shopping I found it on your site."^5^August 30, 2013
Deserbill, ^36526929^2^1^"ABC'S series 'Castle' was on vacation and my local PBS station started showing this series. I was hooked after the first show. No way is this show even on the same production level as 'Castle' But the idea for the show is a good one. Take a by the book London police inspector and drop him on a small Caribbean island, with all kinds of murder happening just around the corner. Add a street smart local police woman and the fun begins. I bought both season one and two. It's not 'Castle' but is sure a lot of fun!!!!!"^5^October 24, 2014
AZBarb, ^14148403^1^0^"This book is a bit more advanced than I thought ...but still has a lot of information.
Great for a child that has already been introduced to the piano."^4^March 16, 2017
Pianbooks, ^14148403^0^1^"We got exactly what we purchased"^5^March 18, 2017
Upovertregionfree, ^13980883^0^2^"Book came in as new, but folded, wish the shipping and handling is better."^3^August 3, 2012
HBecca, ^21264284^2^0^"My seven year old loves this cd."^5^April 7, 2013
sprink1102, ^21264284^1^1^"LOVE THIS CD!"^5^September 26, 2012
Grandmajojo45, ^21264284^1^1^"I ordered this sent to my grandson as an early b-day gift. He received it the day it was released and on a day he found out he had pneumonia. My daughter said it cheered him up a lot. He wanted to call and tell me about it. He plays it a lot. I had ordered one elsewhere for me and it just got here two days ago. I had ordered it first.
The music it self is great. There is not a bad song on it."^5^September 7, 2012
SpecialLady88, ^21264284^1^1^"I love this CD! TobyMac never disappoints!"^5^September 24, 2012
scrappingranny9, ^21264284^1^1^"This Cd is a CHristmas gift for our granddaughter who is 17 so will be glad to see her reaction when she gets it as it was the main item on her list."^4^December 20, 2012
Deserbill, ^36526929^2^1^"ABC'S series 'Castle' was on vacation and my local PBS station started showing this series. I was hooked after the first show. No way is this show even on the same production level as 'Castle' But the idea for the show is a good one. Take a by the book London police inspector and drop him on a small Caribbean island, with all kinds of murder happening just around the corner. Add a street smart local police woman and the fun begins. I bought both season one and two. It's not 'Castle' but is sure a lot of fun!!!!!"^5^October 24, 2014
wright, ^43933003^5^4^"good"^5^December 30, 2015
Smarchick, ^43933003^4^0^"I had wanted to see this television show for the longest and when I saw that Walmart had it for $14.96 I immediately ordered it. The show is amazing, I knew that my brother would love this show and he did. I told him it's like the wire times 1000. I binge watched the entire show in 1 day. I was so happy that Walmart had this available."^5^August 28, 2016
Kris, ^43933003^1^0^"Love it"^4^September 20, 2016
LoveToShopNY, ^43933003^1^0^"I like this DVD I would recommend to a friend ."^5^July 26, 2016
starwars7659lucas, ^22907069^17^4^"Keep 'em coming! These LEGO movies are really great, I'd just like to see a longer one. The Padawan Menace and the Empire Strikes Out are each only 22 minutes long! I think LEGO should stop trying to change how some of the characters should look. Han Solo and Chewbacca especially look really weird.

Personally, I'd say the screaming girl fans were a fail. It takes too much from Luke's mission. Also, it's just really annoying. I DID think it was kind of funny when one of them brought out an original Star Wars lunch box, those are getting pretty rare now.

The Darth Vader minifigure is just his regular self but with a medal that the Emperor awards to him at the end of the movie. Then Vader slaps a stormtrooper on the back who falls over, causing a chain reaction that causes a whole regiment of troopers to fall over like dominoes, while Darth Maul is being chased by the screaming fans. That part's pretty epic.

My favorite part is when Maul says 'awesome' over and over again with the tune from his battle with Obi-Wan and Qui-Gon. I love that choir song."^4^March 30, 2013
Skotos, ^22907069^13^2^"Hilarious parody! I would love to see more like it!"^5^March 26, 2013
hart5656, ^22907069^8^3^"Great movie my 7 year old loves it!If your child loves lego star wars they will love this movie.
Very Good!!"^5^April 1, 2013
Mudlogger, ^22907069^3^7^"I have gotten all 3 of the Lego Star Wars movies, and the Lego Batman movie. My 2 year old loves them and can't watch them enough. They come with little Lego figures that he loves to play with also. Any parent needs to get these for their little boys. Great way to start them in the Star Wars world."^5^November 9, 2013
sarasotagranny, ^22907069^3^0^"I bought this for my grandsons Birthday- He is 7 yrs old and loves his new Lego movie, he said it was the best present ever!!!"^4^February 13, 2014
thebrickkid2000, ^22907069^3^1^"One of the main reasons why I bought this DVD is because of the exclusive Darth Vader minifigure.

The DVD itself is really funny, and I caught most of the star wars references. I think people should buy this movie while it is still producing the minifigure.

Pros:
The minifigure
The movie

Cons:
The price seems too much for what you get."^4^November 5, 2013
Alex112, ^22907069^2^0^"FALSE ADVERTISEMENT! Darth Vader Minifigure not included!"^1^September 28, 2014
constantlyshops, ^22907069^2^0^"Did receive the movie, but no minifigure, which was the big selling point for us. Just emailed customer service, so we'll have to see how this is resolved but I did see another review with no figure. Others were more positive. The whole family loved The Padawan Menace, but I didn't open this one due to issue so no review on movie itself."^2^October 4, 2014
sunnyismine, ^22907069^1^2^"Excellent Lego product and Mini-figure, good price too."^5^January 16, 2014
Legomomtexas, ^22907069^1^3^"My son wanted the Darth Vader mini
Figure for Christmas but those are really hard to find. This movie provided the perfect way for me to get what he wanted! We haven't watched the actual movie yet as he hasn't gotten the gift yet, but I'm sure he'll love it!"^5^December 8, 2013
kgrant83, ^22907069^1^3^"so much fun to watch for any star wars fan"^5^March 5, 2014
JoyAndCompany, ^22907069^0^1^"My grandson has just gotten into Star Wars and Legos so he was thrilled to get this. I thought the price was very good compared to Ebay."^5^March 19, 2014
ACountryMom, ^10259704^1^0^"This was given as a gift for a young boy who loves dragons and likes to draw.  Thought it would be a wonderful addition to our already existing collection of books."^5^August 3, 2016
Mecka, ^55765752^2^0^"Its a very intense tv series, and keeps you on edge."^5^June 16, 2017
P4Value, ^1852939^5^2^"Actually just started using the first book, but so far its information is well presented. This seems to be the right collection of learning and practice books for a burgeoning musical artist!"^5^February 24, 2014
caregiverspouse, ^1852939^3^2^"cds make this worth buying"^5^August 30, 2011
ArealDealDiva, ^1852939^3^0^"The book was packaged well and had all the parts, including the CDs. Very good price for the complete edition, Books 1,2, and 3. Book not available in local stores. Was very pleased to find it on this site. Saved on shipping and handling by having it sent to the store for pickup."^5^June 23, 2014
JayJay, ^34443621^14^1^"Even though some of these DBZ Blu-ray say(Japanese) they are all the same with English tracks also. Excellent remasters!!!"^5^May 13, 2016
Jake, ^34443621^7^0^"Great HD picture, love the fact that the original broadcast audio is included. If your a fan of DBZ than you have to get these box sets."^5^March 3, 2015
Thisguy, ^34443621^1^0^"Tor

n broken box"^1^May 24, 2016
AridMama, ^2410279^2^0^"In all other respects, the book is the same as the one we were borrowing from my daughter's cello instructor. We are pleased with the price and print content. Despite that the on-line product picture shows 2 discs and says 'with CD and DVD', only 1 disc came with our book. At first, we thought we were missing a component, but then we realized the one disc is both a CD and a DVD that can be used on your computer."^4^July 27, 2012
Tuck, ^2654250^8^1^"Not what I thought it was going to be the discription was misleading it is a music book I thought it was the movies very disappointed"^1^February 7, 2016
SETXGal, ^2654250^1^0^"Great for players of all levels. My beginner is loving being able to play 'real' songs without the CD while my experienced player is loving the challenge of playing along with 'professionals'."^5^January 8, 2012
ACountryMom, ^10259704^1^0^"This was given as a gift for a young boy who loves dragons and likes to draw.  Thought it would be a wonderful addition to our already existing collection of books."^5^August 3, 2016
^10156939^2^0^"I bought the book online because it was much cheaper compare to the amount the school was selling it for. Fast delivery at a great price."^5^October 1, 2011
verdun1922, ^14147956^2^0^"I bought this book for my husband and with his once a week lessons and this book he is playing beautifully. It did not take him long and all, maybe 3 months. I would recommend this book for adult beginners."^5^November 20, 2012
bubbles1209, ^21984312^29^0^"I used to watch this with my Grandmother when I was growing up. Brought back memories. Lots of celebrities I had forgotten about on here. Ordering was quick & easy online, nothing was damaged when I got it, & the memories this brings back are priceless. You get 6 DVD's with bonus material. Have watched all 6 discs in less than a week and a half, hillarious!"^5^December 31, 2012
Pinkshopper22, ^21984312^10^0^"The picture and sound quality are not the absolute best but it's what you would expect from the age of the film. The shows are hilarious. They cast kept my family and I laughing for hours. One of the best Carl Burnett collections"^5^February 1, 2014
myoder4, ^21984312^8^0^"Great set of DVD's. Very expensive elsewhere and shipping would have taken weeks. I got it in a few days with no shipping charge."^5^January 2, 2015
grannishopper, ^21984312^6^2^"Carol is a great comedian. My baby sister loves her and this is her birthday present. Loved the DVD."^5^January 20, 2014
LadyVenom93, ^21984312^4^2^"There is a lot of singing and talking. Other than that, it is a funny DVD. :)"^4^November 21, 2013
kimby, ^21984312^3^0^"My family has shared Carol Burnett over the years. This was a father's day gift to bring back some fond memories of my mother.  He loves it. Has probably watched it about 3 times now. Carol and her troop are still probably the funniest comics to ever have lived. This version in particular because it has the most outrageous of all episodes. Enjoy"^5^June 28, 2016
CJ1020, ^21984312^2^2^"Great video. The 6-CD holder broke when the grandparents opened it :-( They loved it."^4^February 18, 2014
AMC57, ^21984312^2^2^"Purchased this for a gift, but it seems to be a quality product."^5^December 11, 2014
pasttopresent, ^21984312^2^1^"Bought this for our 15 yr old daughter. She loves Carol Burnett!! Lots of episodes but kind of confusing which sets to purchase. Didn't want to invest 300.00 for the time life collection, so feel this was great variety for price."^4^January 1, 2015
Beaniebaby68, ^21984312^1^8^"not worth what I paid for it."^2^January 17, 2014
^21984312^1^2^"I am not sure if the person receiving this gift liked it or not, my neighbor asked me to purchase it and have it delivered to my house, so he could give it to his wife for Christmas"^5^January 5, 2015
Hotpepper10, ^21984312^1^2^"I love this! They are so funny! I wish the show was on again and I wish they could make new ones like these."^5^November 29, 2014
wvchic, ^2002842^1^0^"Starts out with basic guitar anatomy and then the music notes I remembered in school when I played in band. The songs are good too because they are easy to begin with and practice the beginning notes. Encourages me to practice!"^5^January 14, 2016
altowoman, ^2051181^0^1^"This saxophone methods book is required by my daughter's band teacher. I was pleasantly surprised to find it available at Walmart.com. It totally saved me a trip to the nearest music store. I could have ordered it online somewhere else, but the in-store pickup option (free!) is so much better than shipping costs that are often more than the book."^5^January 4, 2015
nikiukais, ^10164880^2^0^"great! lot of pages!"^5^October 19, 2011
mrrvt65, ^13723917^0^1^"If I had researched further, I may not have bought this particular book. It is an 'alphabetical' listing by 'artist' of top 40 chart positions and song details. Now you may ask- 'Well, what did you expect ? '. What I really wanted was a year -by-year account in 'chronological', not 'alphabetical' order of how songs and artist charted by year from 1955 to present (whatever present might be).It is, however, a very informative and useful resource for chart information. If it were not for my particular preference, I would have given all stars rating. Great book I plan to keep."^4^June 8, 2014
LoveMusic2013, ^1167357^1^0^"My friend had this music video I had seen and I really liked listening to it so I decided to get the DVD/CD version for myself the music is beautiful I would recommend this product."^5^April 19, 2013
Suprr, ^3618327^1^0^"I bought this book as a gift for my sister, who is an avid 'Wicked' fan. It's absolutely perfect for the 'Wicked' obsessed, as it has cast interviews, great photos, in-depth information about songs, script and song excerpts, and even a little quiz to see whether you're more like Glenda or Elphaba. I have a friend who bought it for $50 at a performance of 'Wicked' in LA, so this is really a steal! It's the cheapest price I've seen, excluding any used versions of the book that might be for sale."^4^December 23, 2007
ziggymommy0509, ^3618327^0^1^"I purchased this book for my sister, a new Wicked fan. It was shipped to her house, and when she received it, she discovered that a number of pages were missing out of the middle... they hadn't been torn or cut out, but instead replaced with other pages. Basically, the book went from page 1-47, then page 17-47 again, and then the rest of the book. It must be some error with the publisher, but it is really bizarre, and I don't know if this is a widespread issue or not."^1^December 16, 2009
Samanthaj0, ^5517910^2^0^"This book is extremely easy to follow and a great read. I am by no means a 'dummy' but I feel as though any one from any background could pick up this book and get a grasp on learning calligraphy! Highly recommended. I will definitely be picking up more 'For Dummies' books in the future!"^5^January 16, 2012
batista2, ^22800261^2^0^"I am really enjoying this CD."^5^December 11, 2013
Trikki01, ^22800261^1^0^"Please get this CD!!!"^4^March 12, 2014
Mothergifting, ^35255212^0^6^"This is a Christmas gift, so I don't know the inside condition. It was shipped timely and in good condition on the outside"^3^November 15, 2016
fijilaural, ^28829611^1^0^"My 3 year old grand daughter loves this...."^5^August 5, 2015
Jake1539, ^19510381^1^0^"She loves it, both challenging and easy to play music."^5^June 11, 2013
Sunshine51965, ^13721744^1^0^"I'm still moving slowly through the book, but so far I have been successful. Good luck everyone interested!"^4^August 11, 2014
haphappieness, ^13721744^1^0^"This book is really good for beginners or people who haven't played for years."^5^June 28, 2014
kitfox1126, ^22165920^1^0^"This turned not what I was expecting! But turned out better and funnier than I expected! Used it as exchange gift at my Klingon Kristmas Karnage party! It was a hit with all my Klingon friends! Great item!"^5^December 2, 2015
Pretty2013, ^8583673^1^0^"If you are a seasoned collector or a novice Vintage American Costume Jewelry enthusiast, this book brings to light the absolute top of line in high fashion prized costume jewelry. This wonderful book also informs you of the price value connected with this fabulous vintage collection of Juliana Jewelry. A must give to the collector of Juliana Jewelry for the holidays. Thank you to Wall Mart for offering this great value."^5^December 2, 2013
^8583673^0^2^"Great book for the jewelry addict!"^5^August 6, 2014
Spydarman21, ^5796127^13^0^"I have recently become a very serious fan of Supernatural having covered the past Seasons from 1 through just about the most current Episode in just under a year. I have found the book to be very informative, accurate, and especially historically accurate almost to a scary degree. I would recommend this book to anyone who wants to get more into the show. :-D"^5^March 9, 2011
auroraklg, ^5796127^10^0^"If youre a supernatural lover this is a really good book to get. It has Sam and Dean's thoughts about the evil creatures they know about along with some excerpts from there dad's journal. So overall its a good buy and a good book."^5^January 21, 2011
chefmissa, ^5796127^5^2^"I love the book, it has all kinds of information in it. You can learn a lot of information about different kinds of creepy things. Great!"^5^May 21, 2009
redneckmomma, ^5796127^5^1^"If you like the show you'll like the book, very interesting"^5^September 12, 2007
shoppingqueen1990, ^5796127^2^2^"this book is the best one i have read in a very long time."^5^November 24, 2007
Tinkerbell37, ^2051191^3^0^"My son is in the middle school band. This book cost far more in the music store than it did to purchase it at Walmart.com. I am all for saving a buck."^5^October 9, 2012
vinnie66, ^33118556^1^0^"Remember watch when my kids were little loved it."^3^April 23, 2014
pplajsdnf, ^1068005^0^1^"It made a special impact."^5^January 6, 2015
JohnR, ^38753486^2^0^"It was just the right product and we couldn't find it anywhere else."^5^February 12, 2015
genemitchell42, ^38753486^2^0^"Before I purchased this night light, the item description on website told me something that it does not do. The description for this night light said that it has a sensor to shut off auto when the overhead light is turned on, but it is not designed that way. But overall, it is a great night light."^4^January 18, 2015
rebelbaybe, ^10976454^6^0^"the book is nice and simple so my child should be able to do well with this BUT the part in the Walmart.com website that says 'included cd' a cd does not come with it. it gives a code inside the book so you can go to a website to listen or download the songs. I was really hoping for a cd so my daughter could listen and learn in her room."^3^September 16, 2016
Debi, ^10976454^1^1^"This guitar came with carrying case, tuner, and strap.  Craftsmanship was excellent and the strings were real not plastic.  For the money this item was a perfect gift."^5^January 5, 2017
Oshkoshgrama, ^25946165^1^0^"The music is easy to play, which is good for both player and for future little players. Very many popular, traditional songs. Some are arranged a bit different than was learned but overall, a great book for the price. I would recommend it."^4^February 2, 2014
JohnR, ^38753486^2^0^"It was just the right product and we couldn't find it anywhere else."^5^February 12, 2015
genemitchell42, ^38753486^2^0^"Before I purchased this night light, the item description on website told me something that it does not do. The description for this night light said that it has a sensor to shut off auto when the overhead light is turned on, but it is not designed that way. But overall, it is a great night light."^4^January 18, 2015
TDAZ, ^2439774^3^0^"Actual book cover is Essential Elements WITHOUT the 2000 but I believe it's still the same thing b/c CD has 2000 on it. Book was creased at a couple of places along the spine. Delivery was Site to SORE: got store pickup email on scheduled day; 3.5 hours later got another email saying that store pickup was delayed and to wait for another store-pickup email; 5 days later, no email. Contacted Walmart.com which told me to contact the store mgr who finally was able to locate the item. If you don't mind the hassle, it's a great price for the book(with site to store)."^3^September 16, 2013
rebelbaybe, ^10976454^6^0^"the book is nice and simple so my child should be able to do well with this BUT the part in the Walmart.com website that says 'included cd' a cd does not come with it. it gives a code inside the book so you can go to a website to listen or download the songs. I was really hoping for a cd so my daughter could listen and learn in her room."^3^September 16, 2016
Debi, ^10976454^1^1^"This guitar came with carrying case, tuner, and strap.  Craftsmanship was excellent and the strings were real not plastic.  For the money this item was a perfect gift."^5^January 5, 2017
Oshkoshgrama, ^25946165^1^0^"The music is easy to play, which is good for both player and for future little players. Very many popular, traditional songs. Some are arranged a bit different than was learned but overall, a great book for the price. I would recommend it."^4^February 2, 2014
John, ^10725022^1^0^"'The Big Book of Drawing Secrets' is an excellent book covering everything one could possibly need to know about sketching.  As it was written by two professional FBI--contractor sketch artists, I would expect nothing less!  

The book begins with an introduction to and recommendations for all the tools you need for drawing successfully.  Next comes an overview of the different approaches and effects, finally, you get a step by step, illustrated guide to follow.

Now for me, I would call myself an advanced beginner.  My landscapes come out alright, but anything in three dimensions is awful.  I bought this book hoping for progress and inspiration:-):-):-)

I highly recommend this book to any artist, beginner or advanced...or anywhere in between.  The book is a wealth of information that will only make your drawing easier and better.

--John"^5^August 12, 2017
